generator_loss,discriminator_loss
0.7086769938468933,1.4057389497756958
0.7038216590881348,1.390676498413086
0.7146207094192505,1.403607964515686
0.7037835121154785,1.3957338333129883
0.6967911720275879,1.4024426937103271
0.7008222341537476,1.3994901180267334
0.6755362153053284,1.3836166858673096
0.7114133238792419,1.403022050857544
0.6940727233886719,1.4216334819793701
0.6851942539215088,1.3920323848724365
0.7083147764205933,1.4031862020492554
0.6772276163101196,1.3900713920593262
0.6847937107086182,1.404589056968689
0.6794394850730896,1.4040212631225586
0.688167154788971,1.390521764755249
0.7031059265136719,1.402151107788086
0.6943854093551636,1.3899577856063843
0.6985927820205688,1.3970184326171875
0.6859902143478394,1.389304757118225
0.7026177644729614,1.3958892822265625
0.6885391473770142,1.397613525390625
0.697111189365387,1.392855167388916
0.7079636454582214,1.4079591035842896
0.7164179086685181,1.385653018951416
0.7078647017478943,1.3685448169708252
0.7056952714920044,1.4009774923324585
0.7042026519775391,1.3836510181427002
0.7204856276512146,1.3880337476730347
0.7024996280670166,1.3826968669891357
0.6978387832641602,1.4056603908538818
0.7045444250106812,1.3944425582885742
0.6978840827941895,1.3777724504470825
0.6950008869171143,1.3865690231323242
0.6971720457077026,1.3740606307983398
0.7006102800369263,1.3701210021972656
0.6899175047874451,1.3926507234573364
0.7146844863891602,1.3976945877075195
0.6911433339118958,1.406576156616211
0.6985961198806763,1.3989646434783936
0.7027424573898315,1.394012689590454
0.6857057809829712,1.3840311765670776
0.6944667100906372,1.4043256044387817
0.6864839792251587,1.383375883102417
0.6960057616233826,1.3977208137512207
0.7083157896995544,1.409212350845337
0.7024692893028259,1.3886876106262207
0.707964301109314,1.389677882194519
0.7196720838546753,1.395329475402832
0.7037237286567688,1.387816309928894
0.7019987106323242,1.387454628944397
0.7015600800514221,1.3999649286270142
0.7298123836517334,1.369912028312683
0.6959367990493774,1.3766533136367798
0.6995707154273987,1.3854351043701172
0.7083064317703247,1.3688807487487793
0.7039967179298401,1.3957186937332153
0.70545494556427,1.3879594802856445
0.7189217805862427,1.3818309307098389
0.7086997032165527,1.3791005611419678
0.7065438628196716,1.3811064958572388
0.7052147388458252,1.3829368352890015
0.707067608833313,1.3742334842681885
0.7118450403213501,1.4033399820327759
0.7126566171646118,1.3839657306671143
0.6957512497901917,1.3682160377502441
0.694570779800415,1.3919100761413574
0.6878371834754944,1.3789451122283936
0.6999114751815796,1.3835092782974243
0.7116237282752991,1.3698573112487793
0.693919837474823,1.3744276762008667
0.7207108736038208,1.378650426864624
0.6895104646682739,1.370343565940857
0.6882064342498779,1.3741276264190674
0.6928304433822632,1.3591928482055664
0.7069897651672363,1.3620119094848633
0.698728621006012,1.3851125240325928
0.7072917222976685,1.3569395542144775
0.701714277267456,1.3873298168182373
0.7229578495025635,1.395082712173462
0.7005643844604492,1.3561311960220337
0.7096254229545593,1.344538688659668
0.7110685110092163,1.3582091331481934
0.7265310883522034,1.3837025165557861
0.7153234481811523,1.3675463199615479
0.7245551347732544,1.360978126525879
0.7145886421203613,1.3802841901779175
0.7178717851638794,1.364149808883667
0.7327122092247009,1.3775694370269775
0.7307972311973572,1.3618087768554688
0.7265682220458984,1.3575745820999146
0.7148373126983643,1.3584179878234863
0.7232532501220703,1.3622252941131592
0.7201842069625854,1.339909553527832
0.7193630933761597,1.3480262756347656
0.7130393981933594,1.36807382106781
0.7230610847473145,1.3438570499420166
0.7271245718002319,1.355544090270996
0.7241637706756592,1.3737932443618774
0.7158380746841431,1.342885971069336
0.724359393119812,1.356624960899353
0.7123820781707764,1.3454272747039795
