remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree_1,tree_2,tree_3,tree_4,tree_5,tree_6,tree_7,tree_8,tree_9,battery_level,temperature,water_robot_tank,water_ground_tank,leak_1,leak_2,leak_3,leak_4,leak_5,leak_6,leak_7,leak_8,leak_9,key_front,key_back,key_left,key_right,key_space,click_left,click_right,click_push,click_wrench,click_leak_1,click_leak_2,click_leak_3,click_leak_4,click_leak_5,click_leak_6,click_leak_7,click_leak_8,click_leak_9,click_rm_alarm,error_down,error_up,error_click,shortcuts,water_robot_tank_oh,water_ground_tank_oh,close_to_water
0.5,1,-1.0,-0.000870946049690291,-0.48538165092468266,-0.49169268249925346,1,1,0,1,0,1,1,1,1,-0.5,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1
0.4966666666666666,1,-1.0,-0.000870946049690291,-0.48538165092468266,-0.49169268249925346,1,1,0,1,0,1,1,1,1,-0.5,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1
0.4933333333333334,1,-1.0,-0.000870946049690291,-0.48538165092468266,-0.49169268249925346,1,1,0,1,0,1,1,1,1,-0.52,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1
0.49,1,-1.0,-0.000870946049690291,-0.48538165092468266,-0.49169268249925346,1,1,0,1,0,1,1,1,1,-0.52,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1
0.4866666666666666,1,-1.0,-0.000730862887576178,-0.48536400794982915,-0.37142007113197584,1,1,0,1,0,1,1,1,1,-0.54,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1
0.4833333333333334,1,-1.0,-0.0006363401655107292,-0.4853932380676269,-0.19981528689395356,1,1,0,1,0,1,1,1,1,-0.54,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1
0.48,1,-1.0,-0.0008186772465705872,-0.48548183441162107,-0.03956896969324175,1,1,0,1,0,1,1,1,1,-0.56,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1
0.47666666666666657,1,-1.0,-0.00096979960799215,-0.48554086685180664,0.12433031291669594,1,1,0,1,0,1,1,1,1,-0.56,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1
0.4733333333333334,1,-1.0,-0.0010509157553315607,-0.48549494743347166,0.2772476806128157,1,1,0,1,0,1,1,1,1,-0.5800000000000001,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1
0.47,1,-1.0,0.03086486160755153,-0.4382845401763916,0.3174238588664584,1,1,0,1,0,1,1,1,1,-0.5800000000000001,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1
0.46666666666666656,1,-1.0,0.07603094577789316,-0.36815366744995115,0.31785552682200335,1,1,0,1,0,1,1,1,1,-0.6,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.4633333333333334,1,-1.0,0.12123525142669678,-0.2980334997177124,0.3176639969340276,1,1,0,1,0,1,1,1,1,-0.6,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.45999999999999996,1,-1.0,0.166382086277008,-0.22788987159729002,0.3186088207964648,1,1,1,1,0,1,1,1,1,-0.62,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.4566666666666668,1,-1.0,0.2115829467773438,-0.1578736782073975,0.316013538639337,1,1,1,1,0,1,1,1,1,-0.62,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.45333333333333337,1,-1.0,0.256981897354126,-0.08784613609313963,0.31772156025053255,1,1,1,1,0,1,1,1,1,-0.64,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.44999999999999996,1,-1.0,0.3021458387374878,-0.01767736226320271,0.3170511202652526,1,1,1,1,0,1,1,1,1,-0.64,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.44666666666666677,1,-1.0,0.3470247745513917,0.05267139077186589,0.31988868441043916,1,1,1,1,0,1,1,1,1,-0.6599999999999999,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.44333333333333336,1,-1.0,0.3918637990951539,0.12301628589630131,0.31946494706343054,1,1,1,1,0,1,1,1,1,-0.6599999999999999,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.43999999999999995,1,-1.0,0.43639168739318857,0.19353580474853516,0.3215550608404454,1,1,1,1,0,1,1,1,1,-0.6799999999999999,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.43666666666666676,1,-1.0,0.4806829929351806,0.26425492763519287,0.32189528015210267,1,1,1,1,0,1,1,1,1,-0.6799999999999999,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.43333333333333335,0,-1.0,0.5246118068695069,0.3351957559585572,0.32584498882164414,1,1,1,1,0,1,1,1,1,-0.7,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.42999999999999994,0,-1.0,0.5679383277893066,0.4065081596374511,0.3263621479783003,1,1,1,1,0,1,1,1,1,-0.7,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.42666666666666675,0,-1.0,0.5708261966705321,0.41125841140747066,0.3264429718834787,1,1,1,1,0,1,1,1,1,-0.72,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.42333333333333334,0,-1.0,0.5708261966705321,0.41125841140747066,0.3264429718834787,1,1,1,1,0,1,1,1,1,-0.72,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.41999999999999993,0,-1.0,0.5708261966705321,0.41125841140747066,0.3264429718834787,1,1,1,1,0,1,1,1,1,-0.74,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.41666666666666674,0,-1.0,0.5708261966705321,0.41125841140747066,0.3264429718834787,1,1,1,1,0,1,1,1,1,-0.74,-1.0,-1.0,-0.9800000000000016,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
