remaining_time,robot_mode,alarm,robot_x,robot_y,robot_theta,tree_1,tree_2,tree_3,tree_4,tree_5,tree_6,tree_7,tree_8,tree_9,battery_level,temperature,water_robot_tank,water_ground_tank,leak_1,leak_2,leak_3,leak_4,leak_5,leak_6,leak_7,leak_8,leak_9,key_front,key_back,key_left,key_right,key_space,click_left,click_right,click_push,click_wrench,click_leak_1,click_leak_2,click_leak_3,click_leak_4,click_leak_5,click_leak_6,click_leak_7,click_leak_8,click_leak_9,click_rm_alarm,error_down,error_up,error_click,shortcuts,water_robot_tank_oh,water_ground_tank_oh,close_to_water
0.8,1,-1.0,0.6647508621215821,-0.6674238681793213,-0.20136780786504516,1,1,1,1,0,0,0,0,1,0.3999999999999999,-1.0,-0.4,-0.7401587301587311,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7966666666666666,1,-1.0,0.6647508621215821,-0.6674238681793213,-0.20136780786504516,1,1,1,1,0,1,0,0,1,0.3999999999999999,-1.0,-0.4,-0.7446031746031756,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,0,0,0
0.7933333333333332,1,-1.0,0.6648031711578368,-0.6673244476318361,-0.07159902322634348,1,1,1,1,0,1,0,0,1,0.3799999999999999,-1.0,-0.4,-0.7446031746031756,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.79,1,-1.0,0.6649922370910644,-0.6671169757843017,0.09707938543453443,1,1,1,1,0,1,0,0,1,0.3799999999999999,-1.0,-0.4,-0.7446031746031756,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7866666666666666,1,-1.0,0.6650781154632568,-0.6667848110198975,0.2791361330545856,1,1,1,1,0,1,0,0,1,0.3600000000000001,-1.0,-0.4,-0.7446031746031756,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-0.7142857142857143,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7833333333333334,1,-1.0,0.6650748252868652,-0.6665282249450684,0.44742797198118867,1,1,1,1,0,1,0,0,1,0.3600000000000001,-1.0,-0.4,-0.7446031746031756,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.78,1,-1.0,0.6650165557861327,-0.666268253326416,0.6101136675280359,1,1,1,1,0,1,0,0,1,0.3400000000000001,-1.0,-0.4,-0.7557142857142867,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-0.7142857142857143,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7766666666666666,1,-1.0,0.6512275695800782,-0.6469138622283936,0.7041368753320745,1,1,1,1,0,1,0,0,1,0.3400000000000001,-1.0,-0.4,-0.7668253968253977,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7733333333333334,1,-1.0,0.6007520198822021,-0.5805147171020508,0.7073791661310795,1,1,1,1,0,1,0,0,1,0.32000000000000006,-1.0,-0.4,-0.7779365079365088,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.77,1,-1.0,0.5511086463928223,-0.5152398109436035,0.7071476986092069,1,1,1,1,0,1,0,0,1,0.32000000000000006,-1.0,-0.4,-0.7890476190476199,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-0.7142857142857143,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7666666666666666,0,-1.0,0.5007301807403564,-0.44878396987915037,0.705861346315521,1,1,1,1,0,1,0,0,1,0.30000000000000004,-1.0,-0.4,-0.800158730158731,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7633333333333334,0,-1.0,0.44944987297058114,-0.3811957597732544,0.7076171602781591,1,1,1,1,0,1,0,0,1,0.30000000000000004,-1.0,-0.4,-0.8223809523809531,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.76,0,-1.0,0.44693622589111337,-0.377900218963623,0.7075791388917794,1,1,1,1,0,1,0,0,1,0.28,-1.0,-0.4,-0.8446031746031752,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7566666666666666,0,0.7142857142857142,0.44693622589111337,-0.377900218963623,0.7075497690783483,1,1,1,1,0,1,0,0,1,0.28,-1.0,-0.4,-0.8668253968253975,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7533333333333334,0,-1.0,0.44693622589111337,-0.377900218963623,0.7075217653027512,1,1,1,1,0,1,0,0,1,0.26,-1.0,-0.4,-0.8890476190476198,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.75,0,-1.0,0.44693622589111337,-0.377900218963623,0.7074930785082372,1,1,1,1,0,1,0,0,1,0.26,-1.0,-0.4,-0.9112698412698419,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7466666666666666,0,-1.0,0.44693622589111337,-0.377900218963623,0.7074669720074096,1,1,1,1,0,1,0,0,1,0.24,-1.0,-0.4,-0.9334920634920642,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2,0,0,0
0.7433333333333334,0,-1.0,0.44693622589111337,-0.377900218963623,0.7074409413975726,1,1,1,1,0,1,0,0,1,0.24,-1.0,-0.4,-0.9557142857142864,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.74,0,-1.0,0.44693622589111337,-0.377900218963623,0.7074143036598097,1,1,1,1,0,1,0,0,1,0.21999999999999997,-1.0,-0.4,-0.9779365079365087,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7366666666666666,0,-1.0,0.4049259662628173,-0.3227595329284668,0.7070091975510371,1,1,1,1,0,1,0,0,1,0.21999999999999997,-1.0,-0.4,-0.9823809523809531,0,0,0,1,0,1,0,0,0,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7333333333333334,1,-1.0,0.36875309944152823,-0.2751116991043091,0.7951987787304631,1,1,1,1,0,1,0,0,1,0.19999999999999996,-1.0,-0.4,-0.9823809523809531,0,0,1,1,0,1,0,0,0,-1,-1,1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.73,1,-1.0,0.36875309944152823,-0.2751116991043091,0.7951987787304631,1,1,1,1,0,1,0,0,1,0.19999999999999996,-1.0,-0.4,-0.9823809523809531,0,0,1,1,0,1,0,0,0,1,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
0.7266666666666666,1,-1.0,0.3686814546585082,-0.2750194311141968,0.9432517046724473,1,1,1,1,0,1,0,0,1,0.17999999999999994,-1.0,-0.4,-0.9823809523809531,0,0,1,1,0,1,0,0,0,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
